interpro_id,keywords
IPR029758,"sulphite,reductase,nadph,flavoprotein,sulphite reductase,reductase nadph,nadph flavoprotein,alpha,chain,alpha chain,proteobacteria,sulfite,reductase,nadph,sulfite reductase,reductase nadph,nadph activity,fmn,fmn binding,flavin,adenine,dinucleotide,flavin adenine,adenine dinucleotide,dinucleotide binding,sulfate,assimilation,sulfate assimilation,cysteine,cysteine biosynthetic,nucleotide binding,cysteine,cysteine biosynthetic,sulfur,sulfur compound,ribonucleotide,ribonucleotide binding,anion binding,organic acid,flavin,adenine,dinucleotide,flavin adenine,adenine dinucleotide,dinucleotide binding,alpha,amino,alpha amino,amino acid,acid biosynthetic,molecule biosynthetic,phosphate binding,sulfur,amino,sulfur amino,amino acid,carboxylic,carboxylic acid,cysteine,cysteine metabolic,amino,amino acid,acid biosynthetic,fmn,fmn binding,sulfur,donors,a sulfur,sulfur group,group of,of donors,nadp,acceptor,nadp as,as acceptor,heterocyclic,heterocyclic compound,serine,amino,serine family,family amino,amino acid,acid biosynthetic,sulfur,sulfur compound,sulfur,amino,sulfur amino,amino acid,acid biosynthetic,sulfite,reductase,nadph,sulfite reductase,reductase nadph,nadph activity,oxoacid,oxoacid metabolic,sulfate,assimilation,sulfate assimilation,amino,amino acid,alpha,amino,alpha amino,amino acid,molecule binding,derivative binding,organic acid,acid biosynthetic,carboxylic,carboxylic acid,acid biosynthetic,sulfite,reductase,sulfite reductase,reductase activity,serine,amino,serine family,family amino,amino acid,sulfur,donors,a sulfur,sulfur group,group of,of donors"
IPR029759,"glutathione,peroxidase,active,site,glutathione peroxidase,peroxidase active,active site"
IPR029760,"glutathione,peroxidase,conserved,site,glutathione peroxidase,peroxidase conserved,conserved site"
IPR029762,"pyroglutamyl,peptidase,pyroglutamyl peptidase,peptidase i,bacterial,bacterial type,cysteine,peptidase,cysteine type,type peptidase,peptidase activity,pyroglutamyl,peptidase,pyroglutamyl peptidase,peptidase activity,proteolysis,cytosol,cysteine,peptidase,cysteine type,type peptidase,peptidase activity,peptidase,peptidase activity,cytosol,pyroglutamyl,peptidase,pyroglutamyl peptidase,peptidase activity,cytoplasm,omega,peptidase,omega peptidase,peptidase activity,a protein,proteolysis"
IPR029765,"diphosphomevalonate,decarboxylase,diphosphomevalonate decarboxylase,diphosphomevalonate,decarboxylase,diphosphomevalonate decarboxylase,decarboxylase activity,isopentenyl,diphosphate,isopentenyl diphosphate,diphosphate biosynthetic,mevalonate,pathway,mevalonate pathway,cytosol,ribonucleoside,bisphosphate,ribonucleoside bisphosphate,bisphosphate metabolic,ribonucleotide,ribonucleotide metabolic,organophosphate,organophosphate metabolic,ribose,ribose phosphate,phosphate metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide metabolic,nucleotide metabolic,cytosol,phospholipid,phospholipid biosynthetic,containing small,phosphorus metabolic,diphosphomevalonate,decarboxylase,diphosphomevalonate decarboxylase,decarboxylase activity,phosphate metabolic,isopentenyl,diphosphate,isopentenyl diphosphate,diphosphate biosynthetic,mevalonate,pathway,mevalonate pathway,purine,bisphosphate,purine nucleoside,nucleoside bisphosphate,bisphosphate metabolic,derivative metabolic,lipid,lipid metabolic,cytoplasm,lipid,lipid biosynthetic,amide,amide metabolic,phosphate containing,isoprenoid,isoprenoid metabolic,acetyl,coa,acetyl coa,coa metabolic,thioester,thioester metabolic,lyase,carbon carbon,carbon lyase,lyase activity,isopentenyl,diphosphate,isopentenyl diphosphate,diphosphate biosynthetic,isoprenoid,isoprenoid biosynthetic,carboxy,lyase,carboxy lyase,lyase activity,sulfur,sulfur compound,acyl,coa,acyl coa,coa metabolic,purine,purine containing,lipid,cellular lipid,lipid metabolic,isopentenyl,diphosphate,isopentenyl diphosphate,diphosphate metabolic,lyase,lyase activity,bisphosphate,nucleoside bisphosphate,bisphosphate metabolic,organophosphate,organophosphate biosynthetic,purine,purine nucleotide,nucleotide metabolic,phospholipid,phospholipid metabolic"
IPR029767,"udp,acetylglucosamine,epimerase,wecb,udp n,n acetylglucosamine,acetylglucosamine 2,2 epimerase,epimerase wecb,wecb like,udp,acetylglucosamine,epimerase,udp n,n acetylglucosamine,acetylglucosamine 2,2 epimerase,epimerase activity,udp,acetylglucosamine,epimerase,udp n,n acetylglucosamine,acetylglucosamine 2,2 epimerase,epimerase activity,racemase,and,epimerase,racemase and,and epimerase,epimerase activity,isomerase,isomerase activity,racemase,and,epimerase,racemase and,and epimerase,epimerase activity,carbohydrates,and,derivatives,on carbohydrates,carbohydrates and,and derivatives"
IPR029768,"fructose,bisphosphate,aldolase,class,active,site,fructose bisphosphate,bisphosphate aldolase,aldolase class,class i,i active,active site"
IPR029774,"centriole,cilia,and,spindle,cilia and,and spindle,spindle associated,associated protein,cytoskeleton,non,intracellular non,non membrane,non,non membrane,cytoskeleton"
IPR029775,"nephrocystin,nephrocystin 4,negative,canonical,wnt,pathway,negative regulation,of canonical,canonical wnt,wnt signaling,signaling pathway,cytoskeleton,non,motile,cilium,non motile,motile cilium,negative,negative regulation,of response,canonical,wnt,pathway,of canonical,canonical wnt,wnt signaling,signaling pathway,of signaling,negative,wnt,pathway,negative regulation,of wnt,wnt signaling,signaling pathway,negative,negative regulation,of signaling,non,motile,cilium,non motile,motile cilium,negative,signal,transduction,negative regulation,of signal,signal transduction,negative,communication,negative regulation,of cell,cell communication,signal,transduction,of signal,signal transduction,communication,cell communication,wnt,pathway,of wnt,wnt signaling,signaling pathway,signal,transduction,signal transduction,projection,cell projection,surface,pathway,cell surface,surface receptor,receptor signaling,signaling pathway,plasma,projection,plasma membrane,bounded cell,cell projection,cilium,negative,canonical,wnt,pathway,negative regulation,of canonical,canonical wnt,wnt signaling,signaling pathway,of response,by,wnt,cell cell,cell signaling,signaling by,by wnt,canonical,wnt,pathway,canonical wnt,wnt signaling,signaling pathway,negative,negative regulation,negative,negative regulation,non,intracellular non,non membrane,cytoskeleton,communication,of cell,cell communication,wnt,pathway,wnt signaling,signaling pathway,cell cell,cell signaling,non,non membrane"
IPR029776,"179b,transmembrane protein,protein 179b"
IPR029787,"cyclase,nucleotide cyclase"
IPR029790,"efg1phd1stua,efg1phd1stua family"
IPR029827,"j domain,domain containing,containing protein,protein 1,1 like"
IPR029841,"cyclin,kinase,inhibitor,cyclin dependent,dependent kinase,kinase inhibitor,inhibitor 1,mitotic,cycle,of mitotic,mitotic cell,cell cycle,signal,transduction,by,p53,class,mediator,signal transduction,transduction by,by p53,p53 class,class mediator,cycle,of cell,cell cycle,signal,transduction,intracellular signal,signal transduction,mitotic,cycle,of mitotic,mitotic cell,cell cycle,communication,cell communication,cycle,cell cycle,signal,transduction,signal transduction,mitotic,cycle,mitotic cell,cell cycle,signal,transduction,by,p53,class,mediator,signal transduction,transduction by,by p53,p53 class,class mediator"
IPR029851,"kelch,kelch like,like protein,protein 6,btbpoz,btbpoz domain,germinal,center,formation,germinal center,center formation,pathway,b cell,cell receptor,receptor signaling,signaling pathway,pathway,b cell,cell receptor,receptor signaling,signaling pathway,activation,immune,activation of,of immune,immune response,positive,positive regulation,development,structure development,communication,cell communication,positive,immune,positive regulation,of immune,immune response,morphogenesis,structure morphogenesis,signal,transduction,signal transduction,immune,activating,surface,pathway,immune response,response activating,activating cell,cell surface,surface receptor,receptor signaling,signaling pathway,immune,of immune,immune system,system process,surface,pathway,cell surface,surface receptor,receptor signaling,signaling pathway,immune,activating,pathway,immune response,response activating,activating signaling,signaling pathway,immune,regulating,pathway,immune response,response regulating,regulating signaling,signaling pathway,formation,involved,morphogenesis,structure formation,formation involved,involved in,in morphogenesis,positive,immune,positive regulation,of immune,immune system,system process,adaptive,immune,adaptive immune,immune response,developmental,developmental process,adaptive,immune,based,somatic,recombination,immune,receptors,built,from,immunoglobulin,domains,adaptive immune,immune response,response based,based on,on somatic,somatic recombination,recombination of,of immune,immune receptors,receptors built,built from,from immunoglobulin,immunoglobulin superfamily,superfamily domains,of response,germinal,center,formation,germinal center,center formation,immune,of immune,immune response,positive,positive regulation,of response,immune,regulating,surface,pathway,immune response,response regulating,regulating cell,cell surface,surface receptor,receptor signaling,signaling pathway,antigen,mediated,pathway,antigen receptor,receptor mediated,mediated signaling,signaling pathway,immune,immune system,system process,immune,immune response"
IPR029856,"ambp,protein ambp"
IPR029861,"set,and,immunoglobulin,v set,set and,and immunoglobulin,immunoglobulin domain,domain containing,containing protein,protein 1,epithelial,morphogenesis,epithelial cell,cell morphogenesis,maintenance,gastrointestinal,epithelium,maintenance of,of gastrointestinal,gastrointestinal epithelium,plasma,plasma membrane,multicellular,organismal,level,homeostasis,multicellular organismal,organismal level,level homeostasis,epithelial,development,epithelial cell,cell development,tissue,development,tissue development,homeostasis,structure homeostasis,homeostatic,homeostatic process,system process,periphery,cell periphery,development,structure development,tissue,homeostasis,tissue homeostasis,morphogenesis,structure morphogenesis,development,cell development,digestive,digestive system,system process,morphogenesis,cell morphogenesis,maintenance,gastrointestinal,epithelium,maintenance of,of gastrointestinal,gastrointestinal epithelium,plasma,plasma membrane,epithelial,differentiation,epithelial cell,cell differentiation,developmental,cellular developmental,developmental process,developmental,developmental process,epithelial,morphogenesis,epithelial cell,cell morphogenesis,digestion,epithelial,maintenance,epithelial structure,structure maintenance,differentiation,cell differentiation,epithelium,development,epithelium development,multicellular,organismal,multicellular organismal,organismal process"
IPR029863,"myelin,zero,myelin protein,protein zero,zero like,like protein,protein 2,ig,ig like"
IPR029865,"dyslexia,kiaa0319,dyslexia associated,associated protein,protein kiaa0319,kiaa0319 like"
IPR029866,"steroidogenic,acute,regulatory,steroidogenic acute,acute regulatory,regulatory protein,cholesterol,cholesterol binding,cholesterol,transfer,cholesterol transfer,transfer activity,steroid,steroid biosynthetic,mitochondrion,cholesterol,transfer,cholesterol transfer,transfer activity,steroid,steroid biosynthetic,lipid,lipid binding,sterol,transfer,sterol transfer,transfer activity,sterol,sterol binding,lipid,transfer,lipid transfer,transfer activity,sterol,sterol transporter,transporter activity,mitochondrion,steroid,steroid binding,alcohol,alcohol binding,cholesterol,cholesterol binding,transporter activity,lipid,lipid metabolic,cytoplasm,molecule binding,lipid,lipid biosynthetic,lipid,lipid transporter,transporter activity,steroid,steroid metabolic"
IPR029867,"star,related,lipid,transfer,star related,related lipid,lipid transfer,transfer protein,protein 3,cholesterol,cholesterol binding,cholesterol,transfer,cholesterol transfer,transfer activity,late,endosome,late endosome,cholesterol,transfer,cholesterol transfer,transfer activity,lipid,lipid binding,sterol,transfer,sterol transfer,transfer activity,endomembrane,endomembrane system,sterol,sterol binding,vesicle,lipid,transfer,lipid transfer,transfer activity,sterol,sterol transporter,transporter activity,steroid,steroid binding,alcohol,alcohol binding,cholesterol,cholesterol binding,transporter activity,cytoplasm,molecule binding,late,endosome,late endosome,lipid,lipid transporter,transporter activity,cytoplasmic,vesicle,cytoplasmic vesicle,endosome,vesicle,intracellular vesicle"
IPR029878,"rho,kinase,rho associated,associated protein,protein kinase,kinase 2,catalytic domain,serinethreonine,kinase,protein serinethreonine,serinethreonine kinase,kinase activity,transferring phosphorus,containing groups,serinethreonine,kinase,protein serinethreonine,serinethreonine kinase,kinase activity,kinase,protein kinase,kinase activity,a protein,kinase,kinase activity,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor"
IPR029899,"kinase,non,lobe,kinase non,non catalytic,catalytic c,c lobe,lobe domain,domain containing,containing protein,protein 1,guanyl,exchange,guanyl nucleotide,nucleotide exchange,exchange factor,factor activity,gtpase,mediated,signal,transduction,small gtpase,gtpase mediated,mediated signal,signal transduction,signal,transduction,intracellular signal,signal transduction,triphosphatase,nucleoside triphosphatase,triphosphatase regulator,regulator activity,gtpase,mediated,signal,transduction,small gtpase,gtpase mediated,mediated signal,signal transduction,communication,cell communication,signal,transduction,signal transduction,function,function regulator,regulator activity,gtpase,gtpase regulator,regulator activity,guanyl,exchange,guanyl nucleotide,nucleotide exchange,exchange factor,factor activity,enzyme,enzyme regulator,regulator activity"
IPR029901,"spire,protein spire,actin,actin binding,vesicle,mediated,vesicle mediated,mediated transport,actin,nucleation,actin nucleation,organization,organelle organization,actin,actin binding,vesicle,mediated,vesicle mediated,mediated transport,organization,biogenesis,component organization,organization or,or biogenesis,actin,cytoskeleton,organization,actin cytoskeleton,cytoskeleton organization,supramolecular,fiber,organization,supramolecular fiber,fiber organization,actin,filament,organization,actin filament,filament organization,actin,nucleation,actin nucleation,cytoskeletal,cytoskeletal protein,protein binding,cytoskeleton,organization,cytoskeleton organization,protein binding,actin,filament,based,actin filament,filament based,based process,organization,component organization"
IPR029905,"spire,homolog,protein spire,spire homolog,homolog 1,fyve,related,fyve related,related domain"
IPR029962,"trichome,birefringence,trichome birefringence,birefringence like,like family,acetyltransferase,o acetyltransferase,acetyltransferase activity,acyltransferase,o acyltransferase,acyltransferase activity,acyltransferase,acyltransferase activity,other,than,amino,acyl,transferring groups,groups other,other than,than amino,amino acyl,acyl groups,acetyltransferase,acetyltransferase activity,acyltransferase,acyltransferase activity,acetyltransferase,o acetyltransferase,acetyltransferase activity"
IPR029978,"lim,only,lim domain,domain only,only protein,protein 7,of signaling,adhesion,of cell,cell adhesion,of signaling,adhesion,cell adhesion,adhesion,of cell,cell adhesion"
IPR029982,"kaptin,actin,actin binding,actin,filament,organization,actin filament,filament organization,actin,cytoskeleton,actin cytoskeleton,organization,organelle organization,actin,cytoskeleton,actin cytoskeleton,actin,actin binding,organization,biogenesis,component organization,organization or,or biogenesis,actin,cytoskeleton,organization,actin cytoskeleton,cytoskeleton organization,actin,filament,organization,actin filament,filament organization,supramolecular,fiber,organization,supramolecular fiber,fiber organization,non,intracellular non,non membrane,cytoskeletal,cytoskeletal protein,protein binding,cytoskeleton,organization,cytoskeleton organization,cytoskeleton,protein binding,actin,filament,based,actin filament,filament based,based process,non,non membrane,organization,component organization"
IPR029993,"plant,galacturonosyltransferase,gaut,plant galacturonosyltransferase,galacturonosyltransferase gaut,polygalacturonate,alpha,galacturonosyltransferase,polygalacturonate 4,4 alpha,alpha galacturonosyltransferase,galacturonosyltransferase activity,glycosyltransferase,glycosyltransferase activity,hexosyltransferase,hexosyltransferase activity,udp,glycosyltransferase,udp glycosyltransferase,glycosyltransferase activity,polygalacturonate,alpha,galacturonosyltransferase,polygalacturonate 4,4 alpha,alpha galacturonosyltransferase,galacturonosyltransferase activity"
IPR030030,"scaffold,salvador,scaffold protein,protein salvador,adaptor,molecular adaptor,adaptor activity,apoptotic,apoptotic process,hippo,hippo signaling,population,proliferation,of cell,cell population,population proliferation,apoptotic,apoptotic process,hippo,hippo signaling,adaptor,molecular adaptor,adaptor activity,signal,transduction,intracellular signal,signal transduction,communication,cell communication,signal,transduction,signal transduction,population,proliferation,of cell,cell population,population proliferation,population,proliferation,cell population,population proliferation,programmed,death,programmed cell,cell death,death,cell death"
IPR030031,"pdz,magix,pdz domain,domain containing,containing protein,protein magix"
IPR030045,"alpha,catulin,alpha catulin,catulin 1,rho,signal,transduction,rho protein,protein signal,signal transduction,communication,cell communication,signal,transduction,signal transduction,ras,signal,transduction,ras protein,protein signal,signal transduction,signal,transduction,intracellular signal,signal transduction,rho,signal,transduction,rho protein,protein signal,signal transduction,gtpase,mediated,signal,transduction,small gtpase,gtpase mediated,mediated signal,signal transduction"
IPR030048,"survival,sure,survival protein,protein sure,nucleotidase,nucleotidase activity,nucleotidase,nucleotidase activity,ester,on ester,ester bonds,phosphatase,phosphatase activity,phosphoric,ester,phosphoric ester,ester hydrolase"
IPR030050,"taste,member,38,taste receptor,receptor type,type 2,2 member,member 38,bitter,taste,bitter taste,taste receptor,receptor activity,detection,chemical,involved,sensory,perception,bitter,taste,detection of,of chemical,chemical stimulus,stimulus involved,involved in,in sensory,sensory perception,perception of,of bitter,bitter taste,sensory,perception,taste,sensory perception,perception of,of taste,sensory,perception,sensory perception,detection,chemical,involved,sensory,perception,bitter,taste,detection of,of chemical,chemical stimulus,stimulus involved,involved in,in sensory,sensory perception,perception of,of bitter,bitter taste,detection,detection of,of stimulus,system process,nervous,nervous system,system process,sensory,perception,chemical,sensory perception,perception of,of chemical,chemical stimulus,chemical,to chemical,transmembrane signaling,signaling receptor,receptor activity,taste,taste receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,detection,chemical,involved,sensory,perception,detection of,of chemical,chemical stimulus,stimulus involved,involved in,in sensory,sensory perception,detection,involved,sensory,perception,detection of,of stimulus,stimulus involved,involved in,in sensory,sensory perception,bitter,taste,bitter taste,taste receptor,receptor activity,sensory,perception,bitter,taste,sensory perception,perception of,of bitter,bitter taste,multicellular,organismal,multicellular organismal,organismal process,detection,chemical,involved,sensory,perception,taste,detection of,of chemical,chemical stimulus,stimulus involved,involved in,in sensory,sensory perception,perception of,of taste,detection,chemical,detection of,of chemical,chemical stimulus"
IPR030055,"taste,member,taste receptor,receptor type,type 2,2 member,member 4,bitter,taste,bitter taste,taste receptor,receptor activity,detection,chemical,involved,sensory,perception,bitter,taste,detection of,of chemical,chemical stimulus,stimulus involved,involved in,in sensory,sensory perception,perception of,of bitter,bitter taste,signal,transduction,signal transduction,sensory,perception,taste,sensory perception,perception of,of taste,sensory,perception,sensory perception,detection,chemical,involved,sensory,perception,bitter,taste,detection of,of chemical,chemical stimulus,stimulus involved,involved in,in sensory,sensory perception,perception of,of bitter,bitter taste,detection,detection of,of stimulus,system process,communication,cell communication,signal,transduction,signal transduction,nervous,nervous system,system process,sensory,perception,chemical,sensory perception,perception of,of chemical,chemical stimulus,chemical,to chemical,transmembrane signaling,signaling receptor,receptor activity,taste,taste receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,detection,chemical,involved,sensory,perception,detection of,of chemical,chemical stimulus,stimulus involved,involved in,in sensory,sensory perception,detection,involved,sensory,perception,detection of,of stimulus,stimulus involved,involved in,in sensory,sensory perception,bitter,taste,bitter taste,taste receptor,receptor activity,sensory,perception,bitter,taste,sensory perception,perception of,of bitter,bitter taste,multicellular,organismal,multicellular organismal,organismal process,detection,chemical,involved,sensory,perception,taste,detection of,of chemical,chemical stimulus,stimulus involved,involved in,in sensory,sensory perception,perception of,of taste,detection,chemical,detection of,of chemical,chemical stimulus"
IPR030072,"xin,actin,repeat,12,xin actin,actin binding,binding repeat,repeat containing,containing protein,protein 12,actin,actin binding,actin,cytoskeleton,organization,actin cytoskeleton,cytoskeleton organization,organization,organelle organization,actin,actin binding,organization,biogenesis,component organization,organization or,or biogenesis,cytoskeletal,cytoskeletal protein,protein binding,cytoskeleton,organization,cytoskeleton organization,actin,cytoskeleton,organization,actin cytoskeleton,cytoskeleton organization,protein binding,actin,filament,based,actin filament,filament based,based process,organization,component organization"
IPR030090,"swisnf,related,matrix,actin,chromatin,subfamily,swisnf related,related matrix,matrix associated,associated actin,actin dependent,dependent regulator,regulator of,of chromatin,chromatin subfamily,subfamily d,d 2,swib,swib domain"
IPR030094,"at,rich,interactive,1a,at rich,rich interactive,interactive domain,domain containing,containing protein,protein 1a,aridbright,aridbright dna"
IPR030100,"swisnf,brg1,swisnf complex,complex subunit,subunit brg1,atp binding"
IPR030104,"actin,ipp,actin binding,binding protein,protein ipp,btbpoz,btbpoz domain,actin,actin binding,protein binding,actin,actin binding,cytoskeletal,cytoskeletal protein,protein binding"
IPR030113,"actin,filament,actin filament,filament associated,associated protein"
IPR030122,"bar,only,f bar,bar domain,domain only,only protein,protein 2,bar,f bar,bar domain"
IPR030125,spin90ldb17
IPR030126,"brain,specific,angiogenesis,inhibitor,brain specific,specific angiogenesis,angiogenesis inhibitor,inhibitor 1,1 associated,associated protein,protein 2,2 like,like protein,protein 2,bar,i bar,bar domain"
IPR030127,"bar,mtss1mtss2,i bar,bar domain,domain containing,containing protein,protein mtss1mtss2,actin,actin binding,protein binding,actin,actin binding,cytoskeletal,cytoskeletal protein,protein binding"
IPR030128,"bar,irsp53,i bar,bar domain,domain containing,containing protein,protein irsp53,inverse,binamphiphysinrvs,inverse binamphiphysinrvs,binamphiphysinrvs domain,cytoskeletal,anchor,cytoskeletal anchor,anchor activity,actin,cytoskeleton,organization,of actin,actin cytoskeleton,cytoskeleton organization,organization,organelle organization,organization,component organization,adaptor,molecular adaptor,adaptor activity,cytoskeleton,organization,of cytoskeleton,cytoskeleton organization,actin,cytoskeleton,organization,of actin,actin cytoskeleton,cytoskeleton organization,organization,biogenesis,component organization,organization or,or biogenesis,adaptor,protein macromolecule,macromolecule adaptor,adaptor activity,actin,cytoskeleton,organization,actin cytoskeleton,cytoskeleton organization,actin,filament,based,of actin,actin filament,filament based,based process,cytoskeleton,organization,cytoskeleton organization,cytoskeletal,anchor,cytoskeletal anchor,anchor activity,actin,filament,based,actin filament,filament based,based process,organization,of organelle,organelle organization,organization,component organization"
IPR030159,"autoinducer,abc,autoinducer 2,2 abc,abc transporter,substrate,lsrb,substrate binding,binding protein,protein lsrb,cassette,abc,atp binding,binding cassette,cassette abc,abc transporter,transporter complex,transmembrane transporter,transporter complex,transporter complex,cassette,abc,atp binding,binding cassette,cassette abc,abc transporter,transporter complex,atpase,atpase dependent,dependent transmembrane,transmembrane transport,transport complex,plasma,plasma membrane,membrane protein,protein complex,membrane protein,protein complex,plasma,plasma membrane,periphery,cell periphery"
IPR030182,"purine,permease,purine permease,plant,purine,purine nucleoside,nucleoside transmembrane,transmembrane transporter,transporter activity,transmembrane transporter,transporter activity,derivative transmembrane,transmembrane transporter,transporter activity,transporter activity,purine,purine nucleoside,nucleoside transmembrane,transmembrane transporter,transporter activity,nucleoside transmembrane,transmembrane transporter,transporter activity,compound transmembrane,transmembrane transporter,transporter activity"
IPR030183,"channel,s type,type anion,anion channel,voltage,gated,monoatomic,channel,voltage gated,gated monoatomic,monoatomic anion,anion channel,channel activity,monoatomic,homeostasis,intracellular monoatomic,monoatomic ion,ion homeostasis,transmembrane transporter,transporter activity,monoatomic,homeostasis,intracellular monoatomic,monoatomic ion,ion homeostasis,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,voltage,gated,monoatomic,channel,voltage gated,gated monoatomic,monoatomic anion,anion channel,channel activity,monoatomic,channel,monoatomic ion,ion channel,channel activity,voltage,gated,monoatomic,channel,voltage gated,gated monoatomic,monoatomic ion,ion channel,channel activity,homeostatic,homeostatic process,monoatomic,homeostasis,monoatomic ion,ion homeostasis,channel,channel activity,monoatomic,channel,monoatomic anion,anion channel,channel activity,chemical,homeostasis,intracellular chemical,chemical homeostasis,transporter activity,chemical,homeostasis,chemical homeostasis,voltage,gated,channel,voltage gated,gated channel,channel activity,gated,channel,gated channel,channel activity,monoatomic,monoatomic anion,anion transmembrane,transmembrane transporter,transporter activity,homeostasis,cellular homeostasis,passive,passive transmembrane,transmembrane transporter,transporter activity"
IPR030184,"wat1,related,wat1 related,related protein,transmembrane transporter,transporter activity,transmembrane transporter,transporter activity,transporter activity"
IPR030185,"malic,malic acid,acid transport,transport protein,malate,malate transmembrane,transmembrane transporter,transporter activity,malate,malate transmembrane,transmembrane transport,transmembrane transporter,transporter activity,malate,malate transmembrane,transmembrane transport,transmembrane transport,carboxylic,carboxylic acid,acid transport,dicarboxylic,dicarboxylic acid,acid transport,malate,malate transport,organic acid,acid transmembrane,transmembrane transporter,transporter activity,organic acid,acid transport,organic anion,anion transport,organic acid,acid transmembrane,transmembrane transport,c4,dicarboxylate,c4 dicarboxylate,dicarboxylate transmembrane,transmembrane transporter,transporter activity,dicarboxylic,dicarboxylic acid,acid transmembrane,transmembrane transporter,transporter activity,transporter activity,organic anion,anion transmembrane,transmembrane transporter,transporter activity,carboxylic,carboxylic acid,acid transmembrane,transmembrane transporter,transporter activity,carboxylic,carboxylic acid,acid transmembrane,transmembrane transport,malate,malate transmembrane,transmembrane transporter,transporter activity,substance transport,c4,dicarboxylate,c4 dicarboxylate,dicarboxylate transport"
IPR030189,"ureide,permease,ureide permease,plant,transmembrane transporter,transporter activity,compound transport,transmembrane transporter,transporter activity,transporter activity,compound transport"
IPR030190,"macrolide,export,maca,macrolide export,export protein,protein maca,alpha,hairpin,alpha hairpin,hairpin domain,xenobiotic,detoxification,by,export,across,the,plasma,xenobiotic detoxification,detoxification by,by transmembrane,transmembrane export,export across,across the,the plasma,plasma membrane,extrinsic,extrinsic component,component of,of membrane,macrolide,macrolide transmembrane,transmembrane transporter,transporter complex,transmembrane transporter,transporter complex,xenobiotic,xenobiotic transport,transmembrane transport,macrolide,macrolide transmembrane,transmembrane transporter,transporter complex,xenobiotic,export,from,xenobiotic export,export from,from cell,membrane protein,protein complex,chemical,to chemical,extrinsic,extrinsic component,component of,of membrane,transporter complex,xenobiotic,detoxification,by,export,across,the,plasma,xenobiotic detoxification,detoxification by,by transmembrane,transmembrane export,export across,across the,the plasma,plasma membrane,export,from,export from,from cell,detoxification,export,across,plasma,export across,across plasma,plasma membrane"
IPR030191,"cytosine,permease,cytosine permease,cytosine,cytosine transmembrane,transmembrane transporter,transporter activity,transmembrane transporter,transporter activity,transporter activity,pyrimidine,pyrimidine nucleobase,nucleobase transmembrane,transmembrane transporter,transporter activity,cytosine,cytosine transmembrane,transmembrane transporter,transporter activity,nucleobase transmembrane,transmembrane transporter,transporter activity"
IPR030192,"miniconductance,mechanosensitive,channel,ybdg,miniconductance mechanosensitive,mechanosensitive channel,channel ybdg,mechanosensitive,monoatomic,channel,mechanosensitive monoatomic,monoatomic ion,ion channel,channel activity,osmotic,stress,to osmotic,osmotic stress,transmembrane transporter,transporter activity,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,chemical,stress,to chemical,chemical stress,monoatomic,channel,monoatomic ion,ion channel,channel activity,abiotic,to abiotic,abiotic stimulus,mechanosensitive,monoatomic,channel,mechanosensitive monoatomic,monoatomic ion,ion channel,channel activity,channel,channel activity,stress,to stress,chemical,to chemical,osmotic,stress,to osmotic,osmotic stress,stress,to stress,abiotic,to abiotic,abiotic stimulus,transporter activity,osmotic,stress,to osmotic,osmotic stress,gated,channel,gated channel,channel activity,passive,passive transmembrane,transmembrane transporter,transporter activity,chemical,to chemical,chemical stimulus,environmental,to environmental,environmental stimulus"
IPR030217,"nuclear,export,nuclear rna,rna export,export factor"
IPR030220,"activated,cdc42,kinase,activated cdc42,cdc42 kinase,kinase 1,uba,uba domain,serinethreoninetyrosine,kinase,protein serinethreoninetyrosine,serinethreoninetyrosine kinase,kinase activity,signal,transduction,signal transduction,phosphorylation,transferring phosphorus,containing groups,kinase,kinase activity,serinethreoninetyrosine,kinase,protein serinethreoninetyrosine,serinethreoninetyrosine kinase,kinase activity,communication,cell communication,signal,transduction,signal transduction,kinase,protein kinase,kinase activity,phosphorus metabolic,phosphorylation,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,phosphate containing,a protein"
IPR030224,"sla2,sla2 family,clathrin,clathrin binding,endocytosis,clathrin,clathrin binding,vesicle,mediated,vesicle mediated,mediated transport,protein binding,endocytosis,import,into,import into,into cell"
IPR030228,"gpn,loop,gtpase,gpn loop,loop gtpase,gtpase 3"
IPR030230,"gpn,loop,gtpase,gpn loop,loop gtpase,gtpase 1,gtpase,gtpase activity,anhydrides,on acid,acid anhydrides,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,gtpase,gtpase activity,ribonucleoside,triphosphate,phosphatase,ribonucleoside triphosphate,triphosphate phosphatase,phosphatase activity,pyrophosphatase,pyrophosphatase activity"
IPR030231,"gpn,loop,gtpase,gpn loop,loop gtpase,gtpase 2"
IPR030237,harmonin
