interpro_id,keywords
IPR004258,"duffy,duffy binding,binding like"
IPR004260,"pyrimidine,dimer,glycosylase,pyrimidine dimer,dimer dna,dna glycosylase"
IPR004263,"exostosin,exostosin like,glycosyltransferase,glycosyltransferase activity,glycosylation,protein glycosylation,glycosyltransferase,glycosyltransferase activity,glycosylation,macromolecule glycosylation,glycosylation,protein glycosylation,glycoprotein,glycoprotein biosynthetic,modification,protein modification,modification process,modification,macromolecule modification,glycoprotein,glycoprotein metabolic,derivative metabolic,derivative biosynthetic,glycosylation"
IPR004264,"transposase,tnp1enspm,tnp1enspm like"
IPR004265,"dirigent,dirigent protein"
IPR004268,"peptidoglycan,biosynthesis,murj,peptidoglycan biosynthesis,biosynthesis protein,protein murj"
IPR004269,"folate,folate receptor"
IPR004273,"dynein,heavy,chain,region,d6,loop,dynein heavy,heavy chain,chain region,region d6,d6 p,p loop,loop domain,minus,end,directed,microtubule,motor,minus end,end directed,directed microtubule,microtubule motor,motor activity,microtubule,based,movement,microtubule based,based movement,dynein,dynein complex,microtubule,based,movement,microtubule based,based movement,microtubule,based,microtubule based,based process,microtubule,motor,microtubule motor,motor activity,microtubule,microtubule associated,associated complex,atp dependent,dependent activity,dynein,dynein complex,catalytic complex,non,intracellular non,non membrane,minus,end,directed,microtubule,motor,minus end,end directed,directed microtubule,microtubule motor,motor activity,microtubule,cytoskeleton,microtubule cytoskeleton,cytoskeleton,cytoskeletal,motor,cytoskeletal motor,motor activity,non,non membrane"
IPR004274,"fcp1,homology,fcp1 homology,homology domain"
IPR004275,"frog,antimicrobial,peptide,frog antimicrobial,antimicrobial peptide,propeptide"
IPR004276,"glycosyltransferase,28,glycosyltransferase family,family 28,hexosyltransferase,hexosyltransferase activity,carbohydrate metabolic,lipid,glycosylation,lipid glycosylation,glycosyltransferase,glycosyltransferase activity,lipid,cellular lipid,lipid metabolic,lipid,lipid metabolic,lipid,modification,lipid modification,lipid,glycosylation,lipid glycosylation,carbohydrate metabolic,hexosyltransferase,hexosyltransferase activity,glycosylation"
IPR004277,"phosphatidyl,serine,synthase,phosphatidyl serine,serine synthase,serine,phosphatidylethanolamine,phosphatidyltransferase,l serine,serine phosphatidylethanolamine,phosphatidylethanolamine phosphatidyltransferase,phosphatidyltransferase activity,phosphatidylserine,phosphatidylserine biosynthetic,glycerolipid,glycerolipid biosynthetic,organophosphate,organophosphate metabolic,transferring phosphorus,containing groups,glycerophospholipid,glycerophospholipid biosynthetic,modified,amino,cellular modified,modified amino,amino acid,acid biosynthetic,phospholipid,phospholipid biosynthetic,serine,phosphatidylethanolamine,phosphatidyltransferase,l serine,serine phosphatidylethanolamine,phosphatidylethanolamine phosphatidyltransferase,phosphatidyltransferase activity,phosphatidylserine,phosphatidylserine biosynthetic,phosphorus metabolic,modified,amino,cellular modified,modified amino,amino acid,glycerophospholipid,glycerophospholipid metabolic,lipid,cellular lipid,lipid metabolic,phosphotransferase,phosphotransferase activity,for,other,substituted,for other,other substituted,substituted phosphate,phosphate groups,lipid,lipid metabolic,glycerolipid,glycerolipid metabolic,lipid,lipid biosynthetic,phosphate containing,organophosphate,organophosphate biosynthetic,phosphatidylserine,phosphatidylserine metabolic,phospholipid,phospholipid metabolic"
IPR004279,perilipin
IPR004282,"chloroplast,envelope,chloroplast envelope,envelope membrane,membrane protein,cema"
IPR004288,"competence,competence protein,comc,pheromone,pheromone activity,protein binding,signaling receptor,receptor regulator,regulator activity,function,function regulator,regulator activity,signaling receptor,receptor binding,function,activator,function activator,activator activity,activator,signaling receptor,receptor activator,activator activity,ligand,receptor ligand,ligand activity,pheromone,pheromone activity"
IPR004291,"transposase,is66,transposase is66,central,central domain"
IPR004296,"duf236,repeat,duf236 repeat"
IPR004298,"nicotianamine,synthase,nicotianamine synthase,nicotianamine,synthase,nicotianamine synthase,synthase activity,nicotianamine,nicotianamine biosynthetic,tricarboxylic,tricarboxylic acid,acid biosynthetic,organic acid,nicotianamine,nicotianamine metabolic,oxoacid,oxoacid metabolic,amine,amine biosynthetic,nicotianamine,nicotianamine biosynthetic,tricarboxylic,tricarboxylic acid,molecule biosynthetic,biogenic,amine,biogenic amine,amine metabolic,organic acid,acid biosynthetic,alkyl,aryl,other,than,methyl,transferring alkyl,alkyl or,or aryl,aryl other,other than,than methyl,methyl groups,nicotianamine,synthase,nicotianamine synthase,synthase activity,carboxylic,carboxylic acid,acid biosynthetic,carboxylic,carboxylic acid,amine,amine metabolic,biogenic,amine,biogenic amine,amine biosynthetic"
IPR004300,"glycoside,57,glycoside hydrolase,hydrolase family,family 57,carbohydrate metabolic,carbohydrate metabolic"
IPR004301,"nucleoplasmin,nucleoplasmin family"
IPR004303,"arginine,deiminase,protein arginine,arginine deiminase,arginine,deiminase,protein arginine,arginine deiminase,deiminase activity,arginine,deiminase,protein arginine,arginine deiminase,deiminase activity,but,not,peptide,on carbon,carbon nitrogen,nitrogen but,but not,not peptide,peptide bonds,linear,amidines,in linear,linear amidines,but,not,peptide,on carbon,carbon nitrogen,nitrogen but,but not,not peptide,peptide bonds"
IPR004304,"acetamidaseformamidase,but,not,peptide,on carbon,carbon nitrogen,nitrogen but,but not,not peptide,peptide bonds,linear,amides,in linear,linear amides,but,not,peptide,on carbon,carbon nitrogen,nitrogen but,but not,not peptide,peptide bonds,linear,amides,in linear,linear amides,but,not,peptide,on carbon,carbon nitrogen,nitrogen but,but not,not peptide,peptide bonds"
IPR004305,"thiaminase,2pqqc,thiaminase 2pqqc"
IPR004307,"tspombr,related,tspombr related,related protein"
IPR004308,"glutamate,cysteine,ligase,glutamate cysteine,cysteine ligase,ligase catalytic,catalytic subunit,glutamate,cysteine,ligase,glutamate cysteine,cysteine ligase,ligase activity,glutathione,glutathione biosynthetic,glutamate,cysteine,ligase,glutamate cysteine,cysteine ligase,ligase activity,ligase,ligase activity,forming,forming carbon,carbon nitrogen,nitrogen bonds,glutathione,glutathione biosynthetic,ligase,ligase activity,peptide,peptide metabolic,peptide,peptide biosynthetic,amide,amide biosynthetic,amino,ligase,acid amino,amino acid,acid ligase,ligase activity,glutathione,glutathione metabolic,amide,amide metabolic,nonribosomal,peptide,nonribosomal peptide,peptide biosynthetic"
IPR004312,"arabidopsis,retrotransposon,orf1,arabidopsis retrotransposon,retrotransposon orf1"
IPR004314,neprosin
IPR004315,"male,drosophila,accessory,gland,secretory,male drosophila,drosophila accessory,accessory gland,gland secretory,secretory protein,mating,extracellular,region,extracellular region,reproductive,reproductive process,reproduction,extracellular,region,extracellular region,mating,sexual,reproduction,sexual reproduction,multi,organism,reproductive,multi organism,organism reproductive,reproductive process"
IPR004318,"rhoptry,rhoptry associated,associated protein,protein 1"
IPR004320,"bps1,protein bps1,chloroplastic,root,development,root development,shoot,development,shoot system,system development,root,development,root system,system development,development,system development,developmental,developmental process,multicellular,organismal,multicellular organismal,organismal process,root,development,root development,development,structure development,shoot,development,shoot system,system development,plant,organ,development,plant organ,organ development,multicellular,organism,development,multicellular organism,organism development"
IPR004321,"recombination,activating,v d,d j,j recombination,recombination activating,activating protein,protein 2,recombination,dna recombination,nucleus,dna metabolic,recombination,dna recombination,nucleus"
IPR004322,"plasmid,replicase,plasmid replicase,bacterial"
IPR004323,"divalent,tolerance,divalent ion,ion tolerance,tolerance protein,cuta,to metal,chemical,to chemical,inorganic,to inorganic,inorganic substance,to metal"
IPR004324,"folate,biopterin,folate biopterin,biopterin transporter"
IPR004326,"mlo,related,mlo related,related protein,defense,defense response,defense,defense response,stress,to stress"
IPR004327,"phosphotyrosyl,phosphatase,activator,phosphotyrosyl phosphatase,phosphatase activator,ptpa,phosphatase,activator,phosphatase activator,activator activity,phosphatase,activator,phosphatase activator,activator activity,function,activator,function activator,activator activity,phosphatase,phosphatase regulator,regulator activity,function,function regulator,regulator activity,enzyme,enzyme regulator,regulator activity,enzyme,activator,enzyme activator,activator activity"
IPR004328,"bro1,bro1 domain"
IPR004329,"ccmecycj,ccmecycj protein,heme,heme binding,heme,linkage,protein heme,heme linkage,cytochrome,assembly,cytochrome complex,complex assembly,organization,complex organization,biogenesis,component biogenesis,heme,heme binding,heme,linkage,protein heme,heme linkage,organization,biogenesis,component organization,organization or,or biogenesis,modification,protein modification,modification process,modification,macromolecule modification,assembly,complex assembly,cytochrome,assembly,cytochrome complex,complex assembly,tetrapyrrole,tetrapyrrole binding,assembly,component assembly,tetrapyrrole,linkage,protein tetrapyrrole,tetrapyrrole linkage,organization,component organization"
IPR004330,"far1,far1 dna"
IPR004332,"transposase,mudr,plant"
IPR004333,"sbp,sbp domain"
IPR004341,"cat,cat rna,rna binding,rna binding,rna binding"
IPR004343,"plus,plus 3,3 domain"
IPR004344,"tubulin,tyrosine,ligasetubulin,polyglutamylase,tubulin tyrosine,tyrosine ligasetubulin,ligasetubulin polyglutamylase,modification,protein modification,modification process,modification,protein modification,modification process,modification,macromolecule modification"
IPR004345,"tb2dp1hva22,related,tb2dp1hva22 related,related protein"
IPR004346,"cage,trbe,virb,iv,virb component,component of,of type,type iv,iv transporter,transporter system,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,molecule binding,purine,purine nucleotide,nucleotide binding,derivative binding,ribonucleotide,ribonucleotide binding,anion binding,phosphate binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding"
IPR004347,"pup,ligasedeamidase,pup ligasedeamidase,proteasomal,catabolic,proteasomal protein,protein catabolic,catabolic process,modification,catabolic,modification dependent,dependent protein,protein catabolic,catabolic process,proteasomal,catabolic,proteasomal protein,protein catabolic,catabolic process,modification,catabolic,modification dependent,dependent macromolecule,macromolecule catabolic,catabolic process,proteolysis,involved,catabolic,proteolysis involved,involved in,in protein,protein catabolic,catabolic process,catabolic,protein catabolic,catabolic process,catabolic,macromolecule catabolic,catabolic process,catabolic,compound catabolic,catabolic process,catabolic,substance catabolic,catabolic process,catabolic,catabolic process,modification,catabolic,modification dependent,dependent protein,protein catabolic,catabolic process,proteolysis"
IPR004349,"vanadiumalternative,nitrogenase,delta,vanadiumalternative nitrogenase,nitrogenase delta,delta subunit,nitrogenase,nitrogenase activity,fixation,nitrogen fixation,nitrogenase,nitrogenase activity,fixation,nitrogen fixation,cycle,nitrogen cycle,cycle metabolic,iron,sulfur,proteins,donors,on iron,iron sulfur,sulfur proteins,proteins as,as donors,iron,sulfur,proteins,donors,on iron,iron sulfur,sulfur proteins,proteins as,as donors,dinitrogen,acceptor,dinitrogen as,as acceptor"
IPR004352,"glycoside,gh114,glycoside hydrolase,hydrolase family,family gh114,tim,barrel,tim barrel,barrel domain"
IPR004353,"vacuolar,fusion,mon1,vacuolar fusion,fusion protein,protein mon1,targeting,vacuole,protein targeting,targeting to,to vacuole,vacuole,protein localization,localization to,to vacuole,macromolecule localization,of protein,protein localization,localization to,to organelle,protein localization,cellular localization,targeting,vacuole,protein targeting,targeting to,to vacuole,vacuole,of protein,protein localization,localization to,to vacuole,protein localization,localization to,to organelle,cellular macromolecule,macromolecule localization,of protein,protein localization,targeting,protein targeting"
IPR004354,"meiotic,recombination,rec114,meiotic recombination,recombination protein,protein rec114,reciprocal,meiotic,recombination,reciprocal meiotic,meiotic recombination,meiosis,meiosis i,meiotic,cycle,meiotic cell,cell cycle,cycle process,organization,organelle organization,organization,biogenesis,component organization,organization or,or biogenesis,reciprocal,meiotic,recombination,reciprocal meiotic,meiotic recombination,cycle,cell cycle,reproductive,reproductive process,dna metabolic,recombination,dna recombination,cycle,cell cycle,cycle process,fission,organelle fission,meiosis,cycle,meiosis i,i cell,cell cycle,cycle process,meiotic,cycle,meiotic cell,cell cycle,nuclear,division,nuclear division,sexual,reproduction,sexual reproduction,reproduction,homologous,recombination,homologous recombination,meiotic,nuclear,division,meiotic nuclear,nuclear division,reciprocal,homologous,recombination,reciprocal homologous,homologous recombination,organization,component organization"
IPR004356,"adhesin,operon,regulatory,adhesin operon,operon regulatory,regulatory protein,templated,of dna,dna templated,templated transcription,of rna,of biosynthetic,of macromolecule,rna biosynthetic,of metabolic,of nucleobase,of nitrogen,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary"
IPR004358,"signal,transduction,histidine,kinase,related,signal transduction,transduction histidine,histidine kinase,kinase related,related protein,transferring phosphorus,containing groups,phosphorylation,phosphorus metabolic,transferring phosphorus,containing groups,phosphorylation,phosphate containing"
IPR004360,"glyoxalasefosfomycin,resistancedioxygenase,glyoxalasefosfomycin resistancedioxygenase,resistancedioxygenase domain"
IPR004361,"glyoxalase,glyoxalase i,lactoylglutathione,lyase,lactoylglutathione lyase,lyase activity,lyase,lyase activity,cation binding,lactoylglutathione,lyase,lactoylglutathione lyase,lyase activity,sulfur,lyase,carbon sulfur,sulfur lyase,lyase activity"
IPR004363,"methylglyoxal,synthase,methylglyoxal synthase,methylglyoxal,synthase,methylglyoxal synthase,synthase activity,methylglyoxal,methylglyoxal biosynthetic,aldehyde,cellular aldehyde,aldehyde metabolic,methylglyoxal,methylglyoxal biosynthetic,ketone,cellular ketone,ketone metabolic,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,aldehyde,aldehyde biosynthetic,ketone,ketone biosynthetic,molecule biosynthetic,methylglyoxal,methylglyoxal metabolic,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,phosphates,on phosphates,lyase,lyase activity,methylglyoxal,synthase,methylglyoxal synthase,synthase activity"
IPR004364,"aminoacyl,trna,synthetase,aminoacyl trna,trna synthetase,class,ii,dkn,class ii,ii dkn,nucleotide binding,aminoacyl,trna,ligase,aminoacyl trna,trna ligase,ligase activity,atp binding,trna,aminoacylation,for,translation,trna aminoacylation,aminoacylation for,for protein,protein translation,nucleotide binding,ncrna,ncrna metabolic,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,trna,trna metabolic,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,organic acid,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,peptide,peptide metabolic,peptide,peptide biosynthetic,on rna,amide,amide biosynthetic,translation,phosphate binding,amide,amide metabolic,carboxylic,carboxylic acid,ligase,ligase activity,forming,oxygen,forming carbon,carbon oxygen,oxygen bonds,trna,a trna,aminoacyl,trna,ligase,aminoacyl trna,trna ligase,ligase activity,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,trna,aminoacylation,for,translation,trna aminoacylation,aminoacylation for,for protein,protein translation,heterocyclic,heterocyclic compound,ligase,ligase activity,trna,aminoacylation,trna aminoacylation,atp binding,oxoacid,oxoacid metabolic,amino,amino acid,molecule binding,derivative binding,amino,activation,amino acid,acid activation,a nucleic"
IPR004365,"ob,fold,ob fold,fold nucleic,aa,trna,synthetase,aa trna,trna synthetase,synthetase type"
IPR004368,"translation,initiation,if,translation initiation,initiation factor,factor if,if 1,translation,initiation,translation initiation,initiation factor,factor activity,translational,initiation,translational initiation,translation,translation factor,factor activity,rna binding,translation,translation regulator,regulator activity,translation,translation regulator,regulator activity,peptide,peptide metabolic,peptide,peptide biosynthetic,amide,amide biosynthetic,translation,translational,initiation,translational initiation,amide,amide metabolic,translation,initiation,translation initiation,initiation factor,factor activity"
IPR004369,"prolyl,trna,editing,prolyl trna,trna editing,editing protein,ybakebsc"
IPR004370,"oxalocrotonate,tautomerase,4 oxalocrotonate,oxalocrotonate tautomerase,tautomerase like,isomerase,isomerase activity,isomerase,isomerase activity"
IPR004372,"acetatepropionate,kinase,acetatepropionate kinase,kinase,kinase activity,phosphotransferase,phosphotransferase activity,carboxyl,acceptor,carboxyl group,group as,as acceptor,organic acid,transferring phosphorus,containing groups,kinase,kinase activity,organic acid,phosphotransferase,phosphotransferase activity,carboxyl,acceptor,carboxyl group,group as,as acceptor"
IPR004373,"peptide,chain,release,peptide chain,chain release,release factor,factor 1,translation,release,translation release,release factor,factor activity,codon,specific,codon specific,translational,termination,translational termination,organization,complex organization,disassembly,component disassembly,organization,biogenesis,component organization,organization or,or biogenesis,translation,translation factor,factor activity,rna binding,peptide,peptide metabolic,peptide,peptide biosynthetic,translation,release,translation release,release factor,factor activity,amide,amide biosynthetic,translation,amide,amide metabolic,disassembly,complex disassembly,translation,termination,translation termination,termination factor,factor activity,translation,release,translation release,release factor,factor activity,codon,specific,codon specific,translation,translation regulator,regulator activity,translation,translation regulator,regulator activity,translational,termination,translational termination,organization,component organization"
IPR004374,"peptide,chain,release,peptide chain,chain release,release factor,factor 2,translation,release,translation release,release factor,factor activity,codon,specific,codon specific,translational,termination,translational termination,cytoplasm,organization,complex organization,disassembly,component disassembly,organization,biogenesis,component organization,organization or,or biogenesis,translation,translation factor,factor activity,rna binding,peptide,peptide metabolic,peptide,peptide biosynthetic,translation,release,translation release,release factor,factor activity,amide,amide biosynthetic,cytoplasm,translation,amide,amide metabolic,disassembly,complex disassembly,translation,termination,translation termination,termination factor,factor activity,translation,release,translation release,release factor,factor activity,codon,specific,codon specific,translation,translation regulator,regulator activity,translation,translation regulator,regulator activity,translational,termination,translational termination,organization,component organization"
IPR004376,"phosphoesterase,mj0037,phosphoesterase mj0037"
IPR004377,"abc,abc transporter,permease,drrbdrrc,permease protein,protein drrbdrrc,daunorubicin,daunorubicin transport,antibiotic,to antibiotic,doxorubicin,doxorubicin transport,organic cation,cation transport,antibiotic,to antibiotic,glycoside,glycoside transport,derivative transport,daunorubicin,daunorubicin transport,compound transport,substance transport,chemical,to chemical,doxorubicin,doxorubicin transport,hydroxy,organic hydroxy,hydroxy compound,compound transport"
IPR004380,"aspartate,racemase,aspartate racemase,amino,racemase,amino acid,acid racemase,racemase activity,racemase,and,epimerase,racemase and,and epimerase,epimerase activity,amino,acids,and,derivatives,on amino,amino acids,acids and,and derivatives,amino,racemase,amino acid,acid racemase,racemase activity,isomerase,isomerase activity,racemase,and,epimerase,racemase and,and epimerase,epimerase activity,racemase,racemase activity,amino,acids,and,derivatives,on amino,amino acids,acids and,and derivatives"
IPR004381,"glycerate,kinase,glycerate kinase,glycerate,kinase,glycerate kinase,kinase activity,phosphorylation,organic acid,acid phosphorylation,phosphorus metabolic,phosphorylation,organic acid,acid phosphorylation,transferring phosphorus,containing groups,glycerate,kinase,glycerate kinase,kinase activity,phosphorylation,kinase,kinase activity,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,organic acid,phosphate containing"
IPR004384,"methyltransferase,trmjlast,rna methyltransferase,methyltransferase trmjlast,methyltransferase,rna methyltransferase,methyltransferase activity,processing,rna processing,one,transferring one,one carbon,carbon groups,methyltransferase,methyltransferase activity,processing,rna processing,on rna,methyltransferase,rna methyltransferase,methyltransferase activity,a nucleic"
IPR004385,"diphosphate,pyrophosphatase,nucleoside diphosphate,diphosphate pyrophosphatase,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,anhydrides,on acid,acid anhydrides,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,cation binding"
IPR004389,"large,ribosomal,ul18,large ribosomal,ribosomal subunit,subunit protein,protein ul18,bacterial,bacterial type,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR004390,"signal,recognition,particle,ftsy,signal recognition,recognition particle,particle receptor,receptor ftsy,srp,cotranslational,targeting,srp dependent,dependent cotranslational,cotranslational protein,protein targeting,targeting to,to membrane,targeting,protein targeting,targeting to,to membrane,protein localization,localization to,to membrane,macromolecule localization,cotranslational,targeting,cotranslational protein,protein targeting,targeting to,to membrane,endoplasmic,reticulum,protein localization,localization to,to endoplasmic,endoplasmic reticulum,endoplasmic,reticulum,of protein,protein localization,localization to,to endoplasmic,endoplasmic reticulum,of protein,protein localization,targeting,protein targeting,srp,cotranslational,targeting,srp dependent,dependent cotranslational,cotranslational protein,protein targeting,targeting to,to membrane,within,localization within,within membrane,of protein,protein localization,localization to,to membrane,of protein,protein localization,localization to,to organelle,protein localization,cellular localization,targeting,er,protein targeting,targeting to,to er,protein localization,localization to,to organelle,cellular macromolecule,macromolecule localization"
IPR004391,"glutamate,racemase,glutamate racemase,glutamate,racemase,glutamate racemase,racemase activity,amino,racemase,amino acid,acid racemase,racemase activity,isomerase,isomerase activity,racemase,and,epimerase,racemase and,and epimerase,epimerase activity,racemase,and,epimerase,racemase and,and epimerase,epimerase activity,amino,acids,and,derivatives,on amino,amino acids,acids and,and derivatives,racemase,racemase activity,amino,acids,and,derivatives,on amino,amino acids,acids and,and derivatives,glutamate,racemase,glutamate racemase,racemase activity"
IPR004392,"hydrogenase,maturation,hypb,hydrogenase maturation,maturation factor,factor hypb,gtpase,gtpase activity,nickel,nickel cation,cation binding,maturation,protein maturation,nickel,nickel cation,cation binding,gtpase,gtpase activity,cation binding,ribonucleoside,triphosphate,phosphatase,ribonucleoside triphosphate,triphosphate phosphatase,phosphatase activity,pyrophosphatase,pyrophosphatase activity,maturation,protein maturation,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,transition,transition metal,anhydrides,on acid,acid anhydrides"
IPR004393,"nicotinate,pyrophosphorylase,nicotinate nucleotide,nucleotide pyrophosphorylase,nicotinate,diphosphorylase,carboxylating,nicotinate nucleotide,nucleotide diphosphorylase,diphosphorylase carboxylating,carboxylating activity,nad,nad biosynthetic,nicotinamide,nicotinamide nucleotide,nucleotide metabolic,organophosphate,organophosphate metabolic,nucleotide metabolic,purine,purine containing,pyridine,pyridine nucleotide,nucleotide biosynthetic,containing small,phosphorus metabolic,phosphate metabolic,pentosyltransferase,pentosyltransferase activity,pyridine,pyridine containing,nicotinamide,nicotinamide nucleotide,nucleotide biosynthetic,phosphate containing,pyridine,pyridine nucleotide,nucleotide metabolic,glycosyltransferase,glycosyltransferase activity,nicotinate,diphosphorylase,carboxylating,nicotinate nucleotide,nucleotide diphosphorylase,diphosphorylase carboxylating,carboxylating activity,purine,purine nucleotide,nucleotide biosynthetic,purine,purine containing,phosphate biosynthetic,nucleotide biosynthetic,nad,nad metabolic,nad,nad biosynthetic,organophosphate,organophosphate biosynthetic,purine,purine nucleotide,nucleotide metabolic,pyridine,pyridine containing"
IPR004394,"iojapribosomal,silencing,rsfs,protein iojapribosomal,iojapribosomal silencing,silencing factor,factor rsfs"
IPR004396,"ribosome,atpase,ychfobg,atpase,ribosome binding,binding atpase,atpase ychfobg,ychfobg like,like atpase,atpase 1,atp binding,gtp,gtp binding,hydrolysis,atp hydrolysis,hydrolysis activity,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,ribonucleoside,triphosphate,phosphatase,ribonucleoside triphosphate,triphosphate phosphatase,phosphatase activity,pyrophosphatase,pyrophosphatase activity,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding,atp dependent,dependent activity,hydrolysis,atp hydrolysis,hydrolysis activity,guanyl,guanyl nucleotide,nucleotide binding,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,gtp,gtp binding,molecule binding,derivative binding,anhydrides,on acid,acid anhydrides,phosphate binding,guanyl,ribonucleotide,guanyl ribonucleotide,ribonucleotide binding"
IPR004399,"hydroxymethylpyrimidine,kinasephosphomethylpyrimidine,kinase,hydroxymethylpyrimidine kinasephosphomethylpyrimidine,kinasephosphomethylpyrimidine kinase,kinase domain,phosphomethylpyrimidine,kinase,phosphomethylpyrimidine kinase,kinase activity,thiamine,thiamine biosynthetic,transferring phosphorus,containing groups,pyrimidine,pyrimidine containing,sulfur,sulfur compound,thiamine,thiamine metabolic,hydroxy,organic hydroxy,hydroxy compound,alcohol,alcohol biosynthetic,phosphomethylpyrimidine,kinase,phosphomethylpyrimidine kinase,kinase activity,phosphotransferase,phosphotransferase activity,acceptor,phosphate group,group as,as acceptor,water,soluble,vitamin,water soluble,soluble vitamin,vitamin metabolic,molecule biosynthetic,pyrimidine,pyrimidine containing,thiamine,thiamine containing,alcohol,primary alcohol,alcohol metabolic,vitamin,vitamin biosynthetic,vitamin,vitamin metabolic,water,soluble,vitamin,water soluble,soluble vitamin,vitamin biosynthetic,thiamine,thiamine biosynthetic,kinase,kinase activity,sulfur,sulfur compound,alcohol,primary alcohol,alcohol biosynthetic,thiamine,thiamine containing,hydroxy,organic hydroxy,hydroxy compound,alcohol,alcohol metabolic"
IPR004400,"urease,accessory,ureg,urease accessory,accessory protein,protein ureg,gtpase,gtpase activity,nickel,nickel cation,cation binding,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,nickel,nickel cation,cation binding,gtpase,gtpase activity,cation binding,ribonucleoside,triphosphate,phosphatase,ribonucleoside triphosphate,triphosphate phosphatase,phosphatase activity,pyrophosphatase,pyrophosphatase activity,transition,transition metal,anhydrides,on acid,acid anhydrides"
IPR004402,"purine,phosphorylase,deod,purine nucleoside,nucleoside phosphorylase,phosphorylase deod,deod type,purine,phosphorylase,purine nucleoside,nucleoside phosphorylase,phosphorylase activity,glycosyltransferase,glycosyltransferase activity,pentosyltransferase,pentosyltransferase activity,purine,phosphorylase,purine nucleoside,nucleoside phosphorylase,phosphorylase activity"
IPR004403,"peptide,chain,release,erf1arf1,peptide chain,chain release,release factor,factor erf1arf1,translation,release,translation release,release factor,factor activity,translational,termination,translational termination,organization,complex organization,translation,termination,translation termination,termination factor,factor activity,disassembly,component disassembly,organization,biogenesis,component organization,organization or,or biogenesis,translation,translation factor,factor activity,rna binding,translation,translation regulator,regulator activity,translation,translation regulator,regulator activity,peptide,peptide metabolic,peptide,peptide biosynthetic,translation,release,translation release,release factor,factor activity,amide,amide biosynthetic,translation,amide,amide metabolic,translational,termination,translational termination,disassembly,complex disassembly,organization,component organization"
IPR004404,"dihydroxy,dehydratase,dihydroxy acid,acid dehydratase,dihydroxy,dehydratase,dihydroxy acid,acid dehydratase,dehydratase activity,branched,chain,amino,branched chain,chain amino,amino acid,acid biosynthetic,hydro,lyase,hydro lyase,lyase activity,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,branched,chain,amino,branched chain,chain amino,amino acid,organic acid,dihydroxy,dehydratase,dihydroxy acid,acid dehydratase,dehydratase activity,oxoacid,oxoacid metabolic,amino,amino acid,molecule biosynthetic,branched,chain,amino,branched chain,chain amino,amino acid,acid biosynthetic,organic acid,acid biosynthetic,lyase,lyase activity,carboxylic,carboxylic acid,acid biosynthetic,carboxylic,carboxylic acid"
